Date,Open,High,Low,Vol.,Change %,Price
5/27/2009,953.30,959.60,946.20,151.33K,-0.10%,953.3
5/26/2009,958.70,960.00,942.70,0.62K,0.10%,954.3
5/25/2009,957.60,960.10,936.60,166.71K,-0.58%,953.3
5/22/2009,955.10,963.10,950.10,117.82K,0.81%,958.9
5/21/2009,938.50,957.00,935.80,130.92K,1.47%,951.2
5/20/2009,925.60,941.00,925.30,128.00K,1.15%,937.4
5/19/2009,918.20,929.90,917.60,87.16K,0.54%,926.7
5/18/2009,930.50,934.10,915.20,97.05K,-1.03%,921.7
5/15/2009,926.90,934.80,924.10,88.90K,0.31%,931.3
5/14/2009,927.00,929.40,920.50,76.20K,0.27%,928.4
5/13/2009,923.30,931.40,917.80,116.79K,0.22%,925.9
5/12/2009,913.90,924.90,912.40,88.79K,1.14%,923.9
5/11/2009,917.00,918.40,908.80,57.35K,-0.15%,913.5
5/8/2009,911.70,921.00,905.50,86.34K,-0.07%,914.9
5/7/2009,912.50,926.50,908.90,124.79K,0.49%,915.5
5/6/2009,897.30,913.50,895.40,85.61K,0.74%,911
5/5/2009,903.40,916.70,893.20,88.10K,0.23%,904.3
5/4/2009,887.50,908.30,885.60,83.81K,1.58%,902.2
5/1/2009,888.90,890.80,880.50,46.71K,-0.34%,888.2
4/30/2009,898.60,900.80,880.10,81.60K,-1.03%,891.2
4/29/2009,894.00,904.00,888.30,69.35K,0.77%,900.5
4/28/2009,907.20,907.70,884.60,81.05K,-1.61%,893.6
4/27/2009,915.00,919.70,905.80,59.47K,-0.65%,908.2
4/24/2009,905.50,915.40,904.20,74.41K,0.83%,914.1
4/23/2009,891.30,910.40,890.50,90.67K,1.58%,906.6
4/22/2009,884.80,894.80,882.80,59.58K,1.11%,892.5
4/21/2009,886.50,896.40,879.50,73.22K,-0.54%,882.7
4/20/2009,870.20,889.70,865.60,75.86K,2.26%,887.5
4/17/2009,876.90,877.90,865.60,75.75K,-1.35%,867.9
4/16/2009,893.00,895.00,873.00,80.70K,-1.53%,879.8
4/15/2009,891.20,902.10,886.20,56.03K,0.17%,893.5
4/14/2009,894.20,899.70,887.10,57.46K,-0.42%,892
4/13/2009,882.90,901.20,882.90,47.87K,1.42%,895.8
4/9/2009,882.60,887.80,876.00,53.69K,-0.29%,883.3
4/8/2009,884.60,891.70,879.20,79.89K,0.29%,885.9
4/7/2009,870.10,886.90,870.10,68.27K,1.20%,883.3
4/6/2009,898.00,899.50,865.00,123.65K,-2.73%,872.8
4/3/2009,905.00,911.80,892.50,100.97K,-1.28%,897.3
4/2/2009,929.10,931.80,896.10,154.08K,-2.03%,908.9
4/1/2009,920.00,935.80,918.60,84.43K,0.29%,927.7
3/31/2009,919.30,926.90,913.60,93.01K,0.80%,925
3/30/2009,926.00,934.70,910.40,114.01K,-0.82%,917.7
3/27/2009,935.60,938.80,921.00,79.27K,-1.56%,925.3
3/26/2009,934.90,946.60,932.00,122.92K,0.45%,940
3/25/2009,927.60,942.00,916.00,162.94K,1.30%,935.8
3/24/2009,938.40,944.60,916.90,154.38K,-3.01%,923.8
3/23/2009,950.50,958.10,936.00,104.40K,-0.39%,952.5
3/20/2009,959.20,967.80,946.70,108.94K,-0.27%,956.2
3/19/2009,941.60,963.50,926.00,181.06K,7.84%,958.8
3/18/2009,915.20,954.00,882.70,226.08K,-3.02%,889.1
3/17/2009,924.50,925.30,912.40,70.71K,-0.56%,916.8
3/16/2009,928.30,930.60,915.30,84.78K,-0.87%,922
3/13/2009,927.40,941.10,919.60,98.23K,0.66%,930.1
3/12/2009,906.70,931.60,906.30,123.79K,1.46%,924
3/11/2009,896.10,913.80,892.60,95.71K,1.65%,910.7
3/10/2009,922.90,923.20,891.10,138.51K,-2.41%,895.9
3/9/2009,941.20,942.80,911.10,108.00K,-2.62%,918
3/6/2009,934.20,945.50,930.60,107.51K,1.61%,942.7
3/5/2009,906.80,937.50,906.20,105.85K,2.33%,927.8
3/4/2009,916.50,923.70,900.40,102.12K,-0.76%,906.7
3/3/2009,928.00,933.50,905.70,130.26K,-2.81%,913.6
3/2/2009,940.30,959.50,921.00,124.35K,-0.27%,940
2/27/2009,947.00,964.00,927.00,148.53K,-0.01%,942.5
2/26/2009,953.60,957.60,932.20,133.18K,-2.44%,942.6
2/25/2009,962.50,979.70,945.20,140.32K,-0.34%,966.2
2/24/2009,992.10,997.00,960.20,156.17K,-2.56%,969.5
2/23/2009,994.30,999.60,976.20,111.09K,-0.72%,995
2/20/2009,973.20,1007.70,971.50,163.17K,2.63%,1002.2
2/19/2009,987.00,987.90,969.50,116.16K,-0.17%,976.5
2/18/2009,964.80,988.70,961.60,117.78K,1.11%,978.2
2/17/2009,940.80,975.40,937.30,137.89K,0.00%,967.5
2/16/2009,942.80,975.40,937.30,137.89K,2.69%,967.5
2/13/2009,946.60,946.90,933.00,77.27K,-0.74%,942.2
2/12/2009,939.40,954.00,936.50,124.89K,0.50%,949.2
2/11/2009,937.40,949.00,912.00,172.83K,3.31%,944.5
2/10/2009,895.90,919.70,892.00,114.81K,2.40%,914.2
2/9/2009,913.40,913.40,891.90,81.74K,-2.35%,892.8
2/6/2009,915.20,921.90,905.40,77.40K,0.01%,914.3
2/5/2009,906.40,926.30,903.40,100.19K,1.33%,914.2
2/4/2009,901.10,910.90,896.20,75.62K,1.09%,902.2
2/3/2009,904.40,914.30,890.30,107.99K,-1.62%,892.5
2/2/2009,924.60,929.00,902.10,96.27K,-2.28%,907.2
1/30/2009,911.00,931.30,903.10,129.07K,2.42%,928.4
1/29/2009,890.00,911.30,875.70,126.38K,2.06%,906.5
1/28/2009,899.50,903.40,882.00,137.27K,-1.26%,888.2
1/27/2009,902.90,907.60,892.20,113.68K,-1.02%,899.5
1/26/2009,898.90,916.30,889.00,148.37K,1.45%,908.8
1/23/2009,857.20,903.80,852.10,197.17K,4.31%,895.8
1/22/2009,854.00,863.20,843.50,107.56K,1.02%,858.8
1/21/2009,857.30,864.60,843.00,123.21K,-0.69%,850.1
1/20/2009,845.00,867.00,825.20,0.74K,0.09%,856
1/19/2009,844.10,866.60,823.60,169.40K,1.82%,855.2
1/16/2009,817.30,843.60,815.70,105.21K,4.04%,839.9
1/15/2009,810.30,822.10,801.50,134.94K,-0.19%,807.3
1/14/2009,821.80,829.90,806.60,117.22K,-1.45%,808.8
1/13/2009,821.50,831.40,814.00,98.87K,-0.04%,820.7
1/12/2009,856.10,857.50,815.10,132.31K,-3.98%,821
1/9/2009,857.80,869.30,845.00,106.50K,0.06%,855
1/8/2009,843.20,865.30,836.70,111.88K,1.52%,854.5
1/7/2009,864.20,867.80,836.00,119.84K,-2.81%,841.7
1/6/2009,843.50,871.40,838.80,101.20K,0.96%,866
1/5/2009,880.70,885.50,843.50,95.45K,-2.47%,857.8
1/2/2009,883.00,889.10,868.10,46.09K,-0.54%,879.5
12/31/2008,874.70,886.00,857.30,55.00K,1.64%,884.3
12/30/2008,882.60,885.90,864.70,54.34K,-0.61%,870
12/29/2008,873.00,892.00,873.00,73.96K,0.47%,875.3
12/26/2008,847.50,874.00,843.40,23.56K,2.74%,871.2
12/24/2008,840.50,849.60,835.40,20.52K,1.18%,848
12/23/2008,849.00,849.80,829.80,48.85K,-1.07%,838.1
12/22/2008,839.40,853.00,836.70,54.71K,1.17%,847.2
12/19/2008,853.60,854.90,830.10,73.52K,-2.70%,837.4
12/18/2008,866.10,879.60,848.80,116.59K,-0.91%,860.6
12/17/2008,860.00,883.60,847.20,149.54K,3.06%,868.5
12/16/2008,838.20,860.80,830.20,94.90K,0.74%,842.7
12/15/2008,825.00,843.70,821.00,93.68K,1.95%,836.5
12/12/2008,820.00,829.70,807.50,91.99K,-0.74%,820.5
12/11/2008,809.60,835.30,802.50,104.53K,2.20%,826.6
12/10/2008,776.70,813.90,774.20,112.53K,4.47%,808.8
12/9/2008,775.60,780.70,762.50,71.76K,0.64%,774.2
12/8/2008,755.20,782.80,754.10,79.72K,2.27%,769.3
12/5/2008,766.70,773.30,741.20,104.92K,-1.74%,752.2
12/4/2008,775.00,790.00,763.00,90.62K,-0.65%,765.5
12/3/2008,783.60,784.00,764.10,80.38K,-1.63%,770.5
12/2/2008,768.80,788.20,761.80,78.05K,0.84%,783.3
12/1/2008,819.00,820.00,768.00,100.42K,-5.15%,776.8
11/28/2008,812.30,822.00,810.60,41.00K,1.30%,819
11/26/2008,819.10,822.00,806.80,158.86K,-1.22%,808.5
11/25/2008,821.70,833.50,803.00,158.86K,-0.12%,818.5
11/24/2008,802.00,830.10,786.20,153.81K,3.50%,819.5
11/21/2008,745.80,802.80,742.50,178.81K,5.76%,791.8
11/20/2008,735.20,753.40,732.60,118.16K,1.73%,748.7
11/19/2008,737.80,764.80,731.40,143.01K,0.45%,736
11/18/2008,736.90,745.60,730.30,95.17K,-1.25%,732.7
11/17/2008,740.00,748.70,729.60,85.04K,-0.07%,742
11/14/2008,734.00,754.00,724.00,132.64K,5.32%,742.5
11/13/2008,708.40,739.20,698.20,138.22K,-1.85%,705
11/12/2008,732.30,738.40,708.30,115.26K,-1.98%,718.3
11/11/2008,745.00,749.90,725.50,107.77K,-1.84%,732.8
11/10/2008,739.80,768.90,738.40,119.40K,1.68%,746.5
11/7/2008,734.50,744.90,725.50,82.89K,0.27%,734.2
11/6/2008,738.40,761.30,727.50,120.93K,-1.37%,732.2
11/5/2008,770.00,770.00,735.70,112.65K,-1.97%,742.4
11/4/2008,723.90,769.30,721.80,114.50K,4.20%,757.3
11/3/2008,727.00,739.50,721.80,70.31K,1.20%,726.8
10/31/2008,737.40,742.50,717.10,96.73K,-2.75%,718.2
10/30/2008,757.50,778.30,733.00,114.34K,-2.06%,738.5
10/29/2008,747.10,775.30,736.00,117.90K,1.82%,754
10/28/2008,731.20,756.10,724.10,98.87K,-0.32%,740.5
10/27/2008,735.10,747.80,707.00,106.84K,1.73%,742.9
10/24/2008,724.70,750.40,681.00,143.87K,2.18%,730.3
10/23/2008,730.00,735.20,695.20,148.94K,-2.79%,714.7
10/22/2008,773.60,777.90,720.00,147.82K,-4.27%,735.2
10/21/2008,798.00,805.00,766.40,101.81K,-2.78%,768
10/20/2008,784.60,811.80,782.80,76.84K,0.29%,790
10/17/2008,807.40,816.90,772.20,104.71K,-2.09%,787.7
10/16/2008,851.00,852.10,786.70,140.79K,-4.11%,804.5
10/15/2008,837.90,859.20,833.10,94.98K,-0.06%,839
10/14/2008,835.20,857.40,833.60,94.69K,-0.36%,839.5
10/13/2008,855.80,875.00,824.50,107.71K,-1.92%,842.5
10/10/2008,915.20,936.30,829.00,214.11K,-3.10%,859
10/9/2008,910.20,929.00,882.90,105.01K,-2.21%,886.5
10/8/2008,890.90,924.90,880.10,171.46K,2.78%,906.5
10/7/2008,859.10,893.70,858.00,120.38K,1.82%,882
10/6/2008,836.00,879.00,828.40,133.33K,3.96%,866.2
10/3/2008,841.00,852.70,822.50,136.41K,-1.31%,833.2
10/2/2008,876.20,881.60,833.50,154.81K,-4.85%,844.3
10/1/2008,876.90,898.70,869.60,118.41K,0.74%,887.3
9/30/2008,911.00,920.20,860.10,143.01K,-1.52%,880.8
9/29/2008,878.00,932.00,872.20,181.99K,0.66%,894.4
9/26/2008,882.50,920.10,871.20,167.40K,0.74%,888.5
9/25/2008,889.50,903.50,868.80,165.18K,-1.45%,882
9/24/2008,896.40,907.80,880.40,132.78K,0.43%,895
9/23/2008,906.00,915.20,885.00,152.41K,-1.96%,891.2
9/22/2008,874.60,913.80,866.20,189.78K,5.12%,909
9/19/2008,856.00,881.40,828.50,170.96K,-3.60%,864.7
9/18/2008,866.50,926.00,836.00,312.28K,5.47%,897
9/17/2008,781.50,872.90,777.50,317.20K,8.97%,850.5
9/16/2008,791.30,793.60,775.20,170.04K,-0.83%,780.5
9/15/2008,773.20,791.40,767.40,169.09K,2.94%,787
9/12/2008,752.70,770.50,749.20,150.63K,2.55%,764.5
9/11/2008,755.80,762.00,739.80,185.68K,-2.23%,745.5
9/10/2008,780.70,787.70,755.10,208.45K,-3.72%,762.5
9/9/2008,806.90,809.50,779.70,208.82K,-1.31%,792
9/8/2008,815.60,822.90,800.80,145.82K,-0.04%,802.5
9/5/2008,801.00,824.20,794.80,176.92K,-0.05%,802.8
9/4/2008,806.40,819.50,798.10,132.05K,-0.62%,803.2
9/3/2008,810.20,813.50,793.70,126.78K,-0.28%,808.2
9/2/2008,842.20,842.80,795.20,197.50K,-2.96%,810.5
8/29/2008,838.90,844.20,834.00,84.37K,-0.24%,835.2
8/28/2008,832.00,849.70,830.50,133.62K,0.38%,837.2
8/27/2008,829.30,841.40,826.00,103.84K,0.71%,834
8/26/2008,827.30,836.00,812.00,140.26K,0.29%,828.1
8/25/2008,831.10,831.90,821.10,79.94K,-0.94%,825.7
8/22/2008,841.10,843.60,826.10,98.41K,-0.66%,833.5
8/21/2008,818.60,845.00,816.60,130.54K,2.78%,839
8/20/2008,819.40,824.50,805.20,126.54K,-0.06%,816.3
8/19/2008,804.90,822.90,787.50,137.36K,1.38%,816.8
8/18/2008,795.50,809.90,795.10,105.80K,1.72%,805.7
8/15/2008,812.30,812.60,777.70,155.27K,-2.75%,792.1
8/14/2008,833.00,842.90,810.50,161.42K,-2.04%,814.5
8/13/2008,818.40,836.40,811.50,157.64K,2.07%,831.5
8/12/2008,829.10,833.60,808.60,197.57K,-1.65%,814.6
8/11/2008,863.40,872.70,824.50,199.73K,-4.22%,828.3
8/8/2008,879.40,881.30,857.50,142.75K,-1.49%,864.8
8/7/2008,887.60,892.60,874.80,123.70K,-0.58%,877.9
8/6/2008,881.70,894.60,880.50,112.61K,-0.35%,883
8/5/2008,903.70,903.90,880.70,150.03K,-2.40%,886.1
8/4/2008,919.00,924.10,902.10,121.04K,-1.05%,907.9
8/1/2008,922.90,926.00,910.30,110.57K,-0.56%,917.5
7/31/2008,917.00,934.50,915.30,130.54K,1.14%,922.7
7/30/2008,927.80,929.00,902.70,155.39K,-0.46%,912.3
7/29/2008,930.00,933.00,913.10,147.31K,-1.21%,916.5
7/28/2008,929.00,932.90,922.40,148.63K,0.10%,927.7
7/25/2008,927.60,935.20,918.50,157.77K,0.49%,926.8
7/24/2008,920.80,931.40,915.90,174.08K,-0.05%,922.3
7/23/2008,945.90,949.30,917.50,203.97K,-2.71%,922.8
7/22/2008,966.10,977.00,942.10,193.29K,-1.58%,948.5
7/21/2008,957.30,969.00,955.70,96.67K,0.59%,963.7
7/18/2008,958.40,965.00,950.20,124.02K,-1.31%,958
7/17/2008,960.60,980.00,953.10,231.44K,0.83%,970.7
7/16/2008,978.50,982.50,958.20,173.59K,-1.63%,962.7
7/15/2008,974.20,989.60,968.70,223.41K,0.51%,978.7
7/14/2008,966.80,976.40,954.20,159.78K,1.36%,973.7
7/11/2008,946.10,969.10,942.60,165.47K,1.97%,960.6
7/10/2008,929.80,949.20,926.40,140.16K,1.44%,942
7/9/2008,921.70,930.50,917.20,116.80K,0.57%,928.6
7/8/2008,927.00,935.30,913.00,135.71K,-0.59%,923.3
7/7/2008,934.90,935.10,916.30,127.97K,-0.74%,928.8
7/4/2008,935.90,938.30,930.80,128.42K,0.22%,935.7
7/3/2008,946.60,950.00,928.50,125.04K,-1.36%,933.6
7/2/2008,941.60,947.90,933.50,125.04K,0.21%,946.5
7/1/2008,928.00,948.30,923.80,149.45K,1.75%,944.5
6/30/2008,930.90,937.70,920.20,112.67K,-0.32%,928.3
6/27/2008,919.00,933.00,912.20,128.28K,1.77%,931.3
6/26/2008,888.00,920.30,886.60,148.40K,3.72%,915.1
6/25/2008,891.70,892.90,875.20,107.94K,-1.04%,882.3
6/24/2008,885.50,896.50,884.40,94.22K,0.50%,891.6
6/23/2008,903.70,909.70,877.40,130.32K,-1.83%,887.2
6/20/2008,900.40,910.10,897.80,90.24K,-0.06%,903.7
6/19/2008,896.80,911.00,888.80,151.92K,1.20%,904.2
6/18/2008,884.90,898.10,882.50,103.37K,0.74%,893.5
6/17/2008,884.70,891.00,876.20,97.08K,0.07%,886.9
6/16/2008,872.60,897.30,868.70,104.89K,1.51%,886.3
6/13/2008,871.00,876.70,861.50,89.87K,0.13%,873.1
6/12/2008,883.50,884.90,859.60,144.91K,-1.23%,872
6/11/2008,871.20,885.90,870.00,103.59K,1.34%,882.9
6/10/2008,894.50,897.90,866.70,159.44K,-3.00%,871.2
6/9/2008,906.10,912.50,893.20,119.59K,-0.10%,898.1
6/6/2008,881.00,905.60,880.00,130.73K,2.68%,899
6/5/2008,881.80,883.30,867.70,146.54K,-0.94%,875.5
6/4/2008,883.90,890.10,879.20,95.36K,-0.19%,883.8
6/3/2008,894.20,900.60,878.40,123.86K,-1.28%,885.5
6/2/2008,891.30,901.20,884.40,90.58K,0.62%,897
5/30/2008,881.70,892.80,873.00,90.63K,1.11%,891.5
5/29/2008,906.20,907.80,876.60,167.42K,-2.09%,881.7
5/28/2008,906.20,909.20,888.30,149.89K,-0.82%,900.5
5/27/2008,924.80,930.60,903.30,197.90K,-2.27%,907.9
5/26/2008,924.80,929.00,923.20,108.72K,0.35%,929
5/23/2008,921.20,929.50,914.70,143.90K,0.82%,925.8
5/22/2008,932.90,935.40,917.10,143.90K,-1.11%,918.3
5/21/2008,921.00,933.00,916.50,141.23K,0.91%,928.6
5/20/2008,906.20,924.10,903.10,133.35K,1.59%,920.2
5/19/2008,903.20,914.20,900.80,97.21K,0.66%,905.8
5/16/2008,882.90,905.60,880.50,139.91K,2.26%,899.9
5/15/2008,865.60,888.50,862.30,149.38K,1.56%,880
5/14/2008,867.20,871.70,860.00,94.94K,-0.36%,866.5
5/13/2008,884.00,887.20,861.40,141.56K,-1.73%,869.6
5/12/2008,884.30,890.80,878.50,89.45K,-0.10%,884.9
5/9/2008,885.50,890.80,871.00,116.62K,0.42%,885.8
5/8/2008,870.10,887.00,866.40,123.11K,1.25%,882.1
5/7/2008,877.40,883.30,864.40,99.98K,-0.74%,871.2
5/6/2008,875.40,884.50,872.60,108.03K,0.41%,877.7
5/5/2008,859.20,876.00,858.70,83.72K,1.88%,874.1
5/2/2008,853.80,860.90,846.40,103.60K,0.83%,858
5/1/2008,879.00,883.60,848.50,142.83K,-1.64%,850.9
4/30/2008,872.20,880.80,864.10,133.21K,-1.33%,865.1
4/29/2008,895.60,895.80,870.30,118.11K,-2.09%,876.8
4/28/2008,890.00,898.10,888.80,83.08K,0.65%,895.5
4/25/2008,888.70,899.00,880.00,115.03K,0.03%,889.7
4/24/2008,906.90,909.30,885.40,143.70K,-2.16%,889.4
4/23/2008,919.40,925.70,899.20,157.10K,-1.75%,909
4/22/2008,919.00,928.50,914.40,94.21K,0.83%,925.2
4/21/2008,920.10,931.90,914.00,116.79K,0.26%,917.6
4/18/2008,944.10,949.80,907.30,149.07K,-2.94%,915.2
4/17/2008,948.50,956.20,940.30,102.95K,-0.57%,942.9
4/16/2008,931.30,952.70,927.30,122.10K,1.75%,948.3
4/15/2008,928.00,939.80,926.10,88.69K,0.36%,932
4/14/2008,924.20,935.40,917.50,80.12K,0.18%,928.7
4/11/2008,932.70,935.80,920.50,89.35K,-0.52%,927
4/10/2008,937.50,943.40,925.40,122.17K,-0.61%,931.8
4/9/2008,919.10,939.60,906.60,128.86K,2.12%,937.5
4/8/2008,923.90,929.70,911.40,96.19K,-0.95%,918
4/7/2008,917.00,933.70,914.40,95.88K,1.49%,926.8
4/4/2008,907.70,919.00,903.00,92.60K,0.40%,913.2
4/3/2008,906.60,913.20,892.00,118.28K,1.04%,909.6
4/2/2008,888.00,911.50,885.10,121.64K,1.40%,900.2
4/1/2008,920.50,925.70,876.30,190.15K,-3.66%,887.8
3/31/2008,936.40,945.70,917.10,118.96K,-1.60%,921.5
3/28/2008,952.80,956.30,928.00,123.56K,-1.30%,936.5
3/27/2008,954.20,955.20,940.10,145.63K,-0.04%,948.8
3/26/2008,939.10,954.90,934.70,175.12K,1.52%,949.2
3/25/2008,915.40,939.50,911.90,158.06K,1.77%,935
3/24/2008,918.30,927.50,906.20,94.06K,-0.14%,918.7
3/20/2008,942.90,943.80,904.70,230.12K,-2.68%,920
3/19/2008,982.90,997.80,937.50,295.22K,-5.87%,945.3
3/18/2008,1003.70,1013.40,976.80,169.34K,0.17%,1004.3
3/17/2008,1004.50,1033.90,994.10,225.44K,0.31%,1002.6
3/14/2008,997.20,1009.00,991.70,160.29K,0.57%,999.5
3/13/2008,984.90,1001.50,982.70,142.87K,1.36%,993.8
3/12/2008,974.10,985.00,969.50,111.27K,0.46%,980.5
3/11/2008,974.90,987.80,966.00,157.01K,0.43%,976
3/10/2008,975.30,982.80,961.90,126.79K,-0.25%,971.8
3/7/2008,977.50,990.70,971.00,144.06K,-0.30%,974.2
3/6/2008,991.00,994.30,966.50,171.61K,-1.15%,977.1
3/5/2008,966.90,995.20,960.70,154.17K,2.30%,988.5
3/4/2008,985.70,990.30,958.30,165.21K,-1.82%,966.3
3/3/2008,975.60,991.90,975.50,125.17K,0.94%,984.2
2/29/2008,973.10,978.50,966.20,118.01K,0.78%,975
2/28/2008,961.20,975.00,955.50,120.56K,0.68%,967.5
2/27/2008,951.80,967.70,951.80,128.04K,1.28%,961
2/26/2008,940.30,953.20,928.90,111.10K,0.89%,948.9
2/25/2008,948.00,954.90,935.50,120.12K,-0.77%,940.5
2/22/2008,948.50,953.00,938.10,102.15K,-0.15%,947.8
2/21/2008,947.00,958.40,941.00,128.01K,1.22%,949.2
2/20/2008,930.60,949.20,916.10,131.90K,0.86%,937.8
2/19/2008,905.10,934.40,903.20,133.50K,2.62%,929.8
2/15/2008,911.20,919.00,900.60,93.91K,-0.52%,906.1
2/14/2008,909.50,917.30,904.80,90.86K,0.07%,910.8
2/13/2008,909.80,914.50,899.50,108.82K,-0.10%,910.2
2/12/2008,926.00,928.50,906.00,122.52K,-1.68%,911.1
2/11/2008,924.10,931.00,919.60,87.88K,0.48%,926.7
2/8/2008,914.80,927.30,911.30,98.05K,1.35%,922.3
2/7/2008,904.40,916.00,900.10,123.22K,0.55%,910
2/6/2008,892.90,912.00,890.00,124.14K,1.65%,905
2/5/2008,907.50,911.30,888.40,152.82K,-2.10%,890.3
2/4/2008,910.50,917.40,896.10,123.84K,-0.45%,909.4
2/1/2008,929.80,941.80,908.00,186.32K,-1.56%,913.5
1/31/2008,933.10,934.00,923.00,101.35K,0.18%,928
1/30/2008,930.10,942.20,921.10,130.24K,0.13%,926.3
1/29/2008,928.50,933.30,919.60,157.69K,-0.22%,925.1
1/28/2008,912.50,929.80,912.50,169.89K,1.80%,927.1
1/25/2008,914.10,924.30,906.00,155.34K,0.54%,910.7
1/24/2008,892.20,914.20,889.40,165.39K,2.57%,905.8
1/23/2008,893.50,896.50,876.60,166.82K,-0.81%,883.1
1/22/2008,882.00,895.60,849.50,274.25K,0.98%,890.3
1/18/2008,879.80,889.40,870.60,113.55K,0.14%,881.7
1/17/2008,878.10,891.50,875.20,127.24K,-0.17%,880.5
1/16/2008,890.60,901.00,875.00,203.12K,-2.28%,882
1/15/2008,904.60,916.10,888.60,166.33K,-0.09%,902.6
1/14/2008,899.40,915.90,893.10,135.00K,0.63%,903.4
1/11/2008,896.80,900.10,888.80,125.40K,0.46%,897.7
1/10/2008,881.00,897.30,867.80,180.84K,1.35%,893.6
1/9/2008,880.30,894.40,873.80,137.27K,0.16%,881.7
1/8/2008,860.70,884.00,859.40,125.47K,2.12%,880.3
1/7/2008,862.80,867.80,857.80,89.73K,-0.43%,862
1/4/2008,866.10,871.80,857.00,122.76K,-0.39%,865.7
1/3/2008,861.50,872.90,856.50,136.25K,1.06%,869.1
1/2/2008,837.50,864.90,837.50,137.80K,2.63%,860
12/31/2007,843.20,847.40,833.00,48.30K,-0.56%,838
12/28/2007,829.60,844.60,828.30,61.73K,1.31%,842.7
12/27/2007,828.10,835.50,825.20,68.25K,0.28%,831.8
12/26/2007,816.30,830.20,811.60,55.51K,1.59%,829.5
12/24/2007,815.50,819.70,812.20,23.74K,0.13%,816.5
12/21/2007,800.00,816.70,799.50,74.03K,1.52%,815.4
12/20/2007,807.30,807.60,797.20,63.78K,-0.27%,803.2
12/19/2007,807.60,809.40,802.20,58.50K,-0.25%,805.4
12/18/2007,798.90,811.40,794.70,80.78K,1.01%,807.4
12/17/2007,798.80,803.60,789.60,67.02K,0.16%,799.3
12/14/2007,801.70,808.50,792.30,93.43K,-0.75%,798
12/13/2007,812.90,819.00,796.80,117.08K,-1.81%,804
12/12/2007,804.50,822.80,802.20,104.70K,0.21%,818.8
12/11/2007,811.50,819.30,801.50,85.57K,0.44%,817.1
12/10/2007,806.50,818.00,799.50,77.88K,1.66%,813.5
12/7/2007,807.30,811.10,796.40,91.66K,-0.85%,800.2
12/6/2007,801.00,811.50,790.90,105.67K,0.42%,807.1
12/5/2007,808.70,813.00,797.00,89.00K,-0.48%,803.7
12/4/2007,800.30,811.70,792.60,92.93K,1.62%,807.6
12/3/2007,789.40,800.90,783.00,73.12K,0.71%,794.7
11/30/2007,799.60,806.20,785.00,117.06K,-1.65%,789.1
11/29/2007,811.20,814.90,798.80,115.04K,0.25%,802.3
11/28/2007,812.60,815.90,791.00,165.34K,-1.68%,800.3
11/27/2007,823.90,829.40,807.40,188.88K,-1.51%,814
11/26/2007,823.50,837.20,820.00,170.84K,0.22%,826.5
11/23/2007,804.50,826.10,798.40,106.72K,2.57%,824.7
11/22/2007,801.20,805.90,798.40,115.80K,0.68%,804
11/21/2007,802.90,808.00,795.00,156.53K,0.91%,798.6
11/20/2007,782.10,806.70,773.40,156.53K,1.72%,791.4
11/19/2007,788.30,794.90,775.70,117.46K,-1.14%,778
11/16/2007,789.00,798.40,784.50,124.29K,-0.04%,787
11/15/2007,813.20,819.40,783.00,181.66K,-3.36%,787.3
11/14/2007,802.30,817.40,800.00,113.58K,1.96%,814.7
11/13/2007,795.70,810.40,791.70,156.36K,-1.08%,799
11/12/2007,831.50,833.60,792.80,180.91K,-3.23%,807.7
11/9/2007,835.40,840.70,828.50,122.79K,-0.33%,834.7
11/8/2007,832.00,847.80,825.60,175.79K,0.48%,837.5
11/7/2007,826.90,848.00,824.80,195.01K,1.23%,833.5
11/6/2007,809.00,828.00,808.60,116.22K,1.55%,823.4
11/5/2007,810.60,814.20,803.50,90.03K,0.28%,810.8
11/2/2007,790.50,811.00,790.00,125.97K,1.86%,808.5
11/1/2007,799.40,802.50,786.60,113.67K,-0.20%,793.7
10/31/2007,784.80,800.80,780.00,113.91K,0.95%,795.3
10/30/2007,794.20,795.60,782.20,97.80K,-0.61%,787.8
10/29/2007,792.50,798.30,788.70,111.98K,0.65%,792.6
10/26/2007,772.90,789.50,771.80,98.81K,2.14%,787.5
10/25/2007,767.10,773.50,765.50,84.79K,0.71%,771
10/24/2007,763.30,768.00,757.70,85.62K,0.33%,765.6
10/23/2007,758.80,765.50,756.80,83.12K,0.41%,763.1
10/22/2007,770.90,772.80,749.00,148.68K,-1.09%,760
10/19/2007,772.50,776.90,762.40,110.42K,-0.04%,768.4
10/18/2007,760.20,774.90,759.20,93.60K,0.84%,768.7
10/17/2007,765.60,769.80,756.40,132.69K,0.04%,762.3
10/16/2007,763.70,772.00,758.20,126.97K,-0.03%,762
10/15/2007,754.00,765.50,752.70,97.58K,1.11%,762.2
10/12/2007,753.20,757.60,750.00,79.55K,-0.38%,753.8
10/11/2007,746.10,759.30,745.80,120.32K,1.43%,756.7
10/10/2007,743.50,751.90,742.80,82.20K,0.39%,746
10/9/2007,739.00,746.50,732.20,99.31K,0.60%,743.1
10/8/2007,747.50,748.50,736.70,48.49K,-1.14%,738.7
10/5/2007,743.80,750.70,732.70,111.76K,0.46%,747.2
10/4/2007,734.80,744.70,726.30,132.49K,1.10%,743.8
10/3/2007,738.40,742.50,732.30,86.47K,-0.08%,735.7
